client id; asset id; score
306d09ec-eec2-f0d7-e303-990d17c17d51; cfbea06f-7eb2-4580-9556-e6a83f7bfd8a; 0.9215636880260107
306d09ec-eec2-f0d7-e303-990d17c17d51; 23abcc26-40ef-4619-9792-5c49174c79cd; 0.8614993774510754
3fb6b173-07b2-5d4f-1879-7745243be968; 5d23d1cc-d8bf-47da-927f-801c22bf7914; 0.9215868101216854
3fb6b173-07b2-5d4f-1879-7745243be968; 13fb33c9-56ae-4343-9171-876de31d6482; 0.9031554028904819
3fb6b173-07b2-5d4f-1879-7745243be968; 54a115c1-c240-458e-ab31-5ac2ed4e5ac3; 0.8998380747577521
3fb6b173-07b2-5d4f-1879-7745243be968; 8eaca159-fc90-4a58-8e4f-bf2920962764; 0.894994476108954
3fb6b173-07b2-5d4f-1879-7745243be968; ce3368f2-94a1-4b02-bdeb-8def7c54e6b6; 0.8919597773601764
3fb6b173-07b2-5d4f-1879-7745243be968; 8e4fbc24-b923-4b38-b06b-11fd90bfe185; 0.8889446549213332
3fb6b173-07b2-5d4f-1879-7745243be968; e168cf37-beac-4061-a89f-cc8169bc7bc9; 0.8856650444918637
3fb6b173-07b2-5d4f-1879-7745243be968; d7c8a135-83d0-4f89-adfc-9c97a036601f; 0.8823685349584309
3fb6b173-07b2-5d4f-1879-7745243be968; e16fad2b-c913-4b4b-868d-48759b1ba8f6; 0.8791739218405187
3fb6b173-07b2-5d4f-1879-7745243be968; dfd4aa74-9020-4e35-b497-3fdbd33a80ea; 0.876250880947851
3fb6b173-07b2-5d4f-1879-7745243be968; 55d97855-0e68-4282-bd28-1744e48872bb; 0.8745350022753926
3fb6b173-07b2-5d4f-1879-7745243be968; c834b671-423c-4a5f-9d17-51c79eba1c50; 0.8733846737131489
3fb6b173-07b2-5d4f-1879-7745243be968; ed520264-be0b-4ee6-86e8-a1fdd48e0702; 0.8723399703231401
3fb6b173-07b2-5d4f-1879-7745243be968; 301c9eb8-1e43-4896-bf33-db1e78ea8e75; 0.8710628769421875
3fb6b173-07b2-5d4f-1879-7745243be968; ae41795e-bf01-4280-8acd-f26a33806d70; 0.8700406859612813
3fb6b173-07b2-5d4f-1879-7745243be968; 7dbbaa92-38aa-4f8a-9e49-20df89df98fc; 0.8686989035777719
3fb6b173-07b2-5d4f-1879-7745243be968; 1ef1ae70-75cb-44c5-aa9e-253115705e71; 0.8674087538108718
3fb6b173-07b2-5d4f-1879-7745243be968; bd810502-3a3f-433d-a45b-0a3c1674dfc9; 0.8658644026940168
3fb6b173-07b2-5d4f-1879-7745243be968; e8cb1d38-3656-4e84-853c-e751a526aa80; 0.8644045680045883
3fb6b173-07b2-5d4f-1879-7745243be968; 1505f617-a34b-433a-9287-987d63e4fe78; 0.8633109351401865
3fb6b173-07b2-5d4f-1879-7745243be968; 07cfe23a-a598-4b1a-974a-e66c1a7d9b70; 0.8623263233564563
3fb6b173-07b2-5d4f-1879-7745243be968; 3122ea1a-0363-44a8-976e-d6a311f756e6; 0.8611596081224429
3fb6b173-07b2-5d4f-1879-7745243be968; b89b5e52-57b5-4780-9992-16249891dc77; 0.8599529618991694
3fb6b173-07b2-5d4f-1879-7745243be968; d5a14c90-51d5-4bc4-9445-41b8a8ebd3b8; 0.8588914909865282
3fb6b173-07b2-5d4f-1879-7745243be968; 86fddc8f-6a17-48e6-a701-636eb68a2c78; 0.8576357633752301
3fb6b173-07b2-5d4f-1879-7745243be968; 2273bd47-cb50-488a-bd1b-e22a96814723; 0.856934060646716
3fb6b173-07b2-5d4f-1879-7745243be968; db3cce3c-0707-4819-be0d-49a332914f1a; 0.8562845632267075
3fb6b173-07b2-5d4f-1879-7745243be968; d402eb47-cf20-430e-a93a-a85a66654170; 0.8556332357435883
3fb6b173-07b2-5d4f-1879-7745243be968; ee688962-283b-463d-9e1e-87327d9129f2; 0.8549074663162894
3fb6b173-07b2-5d4f-1879-7745243be968; d5a81487-c212-4873-8cae-5fcbc51e4cbc; 0.8540485133344752
3fb6b173-07b2-5d4f-1879-7745243be968; 69d4cb2f-c198-48bd-b7d5-c9917b6fd269; 0.8532893961879032
3fb6b173-07b2-5d4f-1879-7745243be968; 74c66827-a1f4-4a2b-a358-c437025321a3; 0.8525142165968335
3fb6b173-07b2-5d4f-1879-7745243be968; 3cb07b62-5bbc-45d3-9b83-421e70561aeb; 0.8516727094885534
3fb6b173-07b2-5d4f-1879-7745243be968; e3d76840-331b-49e5-adc3-af31a4c00601; 0.8508146545523585
3fb6b173-07b2-5d4f-1879-7745243be968; 25df2b14-0ac5-46fa-88ae-c862e812bd71; 0.8500809376992712
3fb6b173-07b2-5d4f-1879-7745243be968; f574c7f1-c5c2-4332-b72b-80b3bf8745d3; 0.8492040374484756
3fb6b173-07b2-5d4f-1879-7745243be968; 4f857035-60f8-4a90-9822-d178601ff38d; 0.8485445375699089
3fb6b173-07b2-5d4f-1879-7745243be968; 31213402-8884-4f75-93ae-6b235f88b00a; 0.8478971178121283
3fb6b173-07b2-5d4f-1879-7745243be968; 9a8c9e2a-7592-4a9a-9e4c-3f22c4985a78; 0.8471223453082767
